id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,goalie_games_played,goalie_wins,goalie_losses,goalie_ties_overtime,save_percentage,goals_against_average,point_shares
1341,2016,26,St. Louis Blues,Tage Thompson,US,C,18,2022,Connecticut (H-East),223,56,47,103,-57,86,,,,,,,8.9
